name,id
Meir Zarchi,1135
Alan Barillaro,1136
Susan Stroman,1137
Sam Taylor-Johnson,1138
Miguel Sapochnik,1139
Raymond De Felitta,1140
André Bonzel,1141
Jack Fisk,1142
Christopher Morahan,1143
Dirk Shafer,1144
Johanna Hamilton,1145
Susan Muska,1146
Bharat Nalluri,1147
Daniel Alfredson,1148
Douglas Sirk,1149
Ruba Nadda,1150
Pascal Laugier,1151
Siddiq Barmak,1152
Callie Khouri,1153
Jim Mallon,1154
Sam Green,1155
Jan de Bont,1156
Stefan Schwartz,1157
Paddy Considine,1158
Wilfred Jackson,1159
C. Jay Cox,1160
Ryosuke Hashiguchi,1161
James B. Harris,1162
Robert Schwentke,1163
Luc Jacquet,1164
Geoff Murphy,1165
John Keitel,1166
Ramesh Sippy,1167
Ed Harris,1168
James Orr,1169
John Ireland,1170
Howard Deutch,1171
Joby Harold,1172
Jon Blair,1173
Shinji Aoyama,1174
Derek Jarman,1175
David McNally,1176
Vadim Jean,1177
Joe Berlinger,1178
Neil Burger,1179
Gábor Csupó,1180
Brent Maddock,1181
Betsy Chasse,1182
Lee Toland Krieger,1183
Dan Curtis,1184
Dan O'Bannon,1185
Jim Wynorski,1186
David France,1187
Kelly Asbury,1188
Alex Kurtzman,1189
Kevin Bacon,1190
James Gray,1191
Jörg Buttgereit,1192
Jason Priestley,1193
Jules Dassin,1194
Peter MacDonald,1195
Rose Troche,1196
Jim Goddard,1197
Franc. Reyes,1198
David Michael Latt,1199
Sylvester Stallone,1200
Burr Steers,1201
Jon Poll,1202
Hong Sang-soo,1203
Peter Segal,1204
Ching Siu-Tung,1205
Quentin Dupieux,1206
Jorge R. Gutierrez,1207
P.J. Hogan,1208
Sam Miller,1209
Andrew L. Stone,1210
Spike Lee,1211
Sergei M. Eisenstein,1212
Dominic Sena,1213
Sacha Gervasi,1214
Zach Braff,1215
Tony McNamara,1216
Peter Landesman,1217
Harry Hook,1218
Wes Craven,1219
Walter Salles,1220
John Dullaghan,1221
Kirk Wong,1222
Ed Bianchi,1223
S. Craig Zahler,1224
Nancy Walker,1225
Sean Ellis,1226
Andrew Marton,1227
Zeke Dunn,1228
Jon Wright,1229
Ian MacNaughton,1230
Janet Chun,1231
Edgar G. Ulmer,1232
Jennie Livingston,1233
Rupert Julian,1234
Todd Solondz,1235
Erle C. Kenton,1236
Steven Lisberger,1237
Will Finn,1238
Mike Thurmeier,1239
Michael Rosenbaum,1240
Robb Moss,1241
Scott Harris,1242
Christopher Hampton,1243
Charles S. Dutton,1244
Scott Alexander,1245
Jon Jost,1246
François Dupeyron,1247
Andrew Douglas,1248
John Gatins,1249
Todd Edwards,1250
Bibo Bergeron,1251
Marc Singer,1252
Wolf Rilla,1253
Tinto Brass,1254
Jean-Pierre Dardenne,1255
Olivier Megaton,1256
Allison Berg,1257
Matt Williams,1258
Roger Kumble,1259
Anders Thomas Jensen,1260
Rob Reiner,1261
Christian Nyby,1262
Tim Hunter,1263
Ricky Gervais,1264
Anne Fletcher,1265
Juan Antonio Bayona,1266
Peter Stebbings,1267
Stephen Norrington,1268
Richard Curtis,1269
Jonathan Dayton,1270
Claudio Fragasso,1271
Jeffrey Radice,1272
Henry Bromell,1273
Simon Klose,1274
Andrew Solt,1275
Paul Henreid,1276
Bud Smith ,1277
Adrian Shergold,1278
John Gray,1279
Sarah Gavron,1280
